answer,source
"Phone While Driving

Using your cell phone while driving has become a bigger issue now due to the increased popularity of use in technology. People have begun to use cellphones more than the traditional GPS so they use it as an excuse to using your cell phone while driving. It is even harder to avoid using your cellphone while driving unless you put your phone on do not disturb while you're driving but even doing that there is very little that you can do to avoid people calling and distracting drivers from the road. Using your phone while driving also leads to many car accidents because people just aren't paying attention to the road. Driving and using phones can cause death , is hindering children's lives,and how we can prevent death in our society,

The death rate has gone up because ""263 teens (ages 15 to 19) were killed as a result of distracted driving in 2016"" at least half of teen deaths in motor vehicles among young people are related to using cell phones while driving .This is becoming a very serious matter and may be affecting someone close to you.

The national safety council of the united states of america said that""cell phone use while driving leads to 1.6 million crashes each year"". Car accidents can lead to deaths and also brain cell lossage these things can and will affect the futures of people who are involved in them. A way to lower these numbers would be by closely monitoring your own and the people who are around you cell phone usage while driving and always speak up when you see people doing it.

cell phone use while driving has gotten out of hand because of the increased popularity of use in technology. It has become a bigger issue because people who do it believe driving and using their phone is ok and no one will catch them, and do not take it as a serious issue. That is why it has gotten out of control because people think of it as a law that can be broken and it is nowhere near that.

If Driving and using phones was to be taken more serious less crashes would happen.

Without people speaking up driving and using cellphones will only continue to happen if we don't apply these better ways to prevent it. cell phone use while driving is a very serious issue and should be taught to more of our youth so that accidents can be lowered and we can live in peace. because Driving and using phones is not ok, and drivers should not be able to use cell phones while operating a vehicle.",1
"Distractive driving

Two seconds is all it takes to risk the lives of the driver and people on the road. For the driver to take their eyes and brain off the task of driving is highly dangerous. Drivers should not be able to use cell phones in any capacity while operating a vehicle because they are putting their safety and others endangered and risk rising insurance prices.

Multitasking and using a mobile phone while behind the wheel is distracting to the driver, which can be life-threatening. Distractive driving effects all drivers equally whether the driver is talking on the phone, texting, on social media, or taking photos. For example, Emily wrote, ""Unfortunately, more and more people are making the dangerous decision to text and drive, which causes 1.6 million crashes and almost 400,000 injuries per year, according to The National Safety Council-that's one out of every four car accidents!""(Delbridge) In other words, studies found that operating a mobile phone while driving slows the reaction time of the driver, and restricts a driver's perception skills; which increases the likelihoods of being involved in a collision. Distractive driving is equivalent to drunk driving because the behavior causes negative consequences that are life threatening. Especially for inexperience drivers and those who lack skill. To add on, the ""Children's Hospital of Philadelphia"" states, ""In 2017 according to the National Highway Traffic Safety Administration, 3,166 people were killed in 2,935 distraction-affected crashes, accounting for 9 percent of all fatal crashes in the United States."" (Distracted Driving Research)

All driver should know that if they cause an accident because of risky behavior, their car insurance rate will certainly increase. It is important to know because the bad behavior of distractive driving can have an impact on other drivers too. For instance, Emily's article states, ""Because of this, car accident rates have risen over 14 percent since 2014. Not only does this make driving more dangerous for everyone, but it also contributes to increased car insurance premiums for everyone."" (Delbridge) The car insurance premiums are established by many different components, including the drivers' neighborhood, age, distance of commute, driving history, and the behavior of other drivers. The last category is why texting and driving effects everyone. Those who tend to use their cellphone while driving is the reason that the annual U.S. traffic fatalities are rise with insurance claims.

Drivers should not use their mobile phone in any way while operating any motorize vehicle. If there is any need to use the cellphone for emergencies, the GPS, or music, Please, pullover or do it before you start to proceed driving.

In conclusion drivers need to drive and only drive because whatever it is that is distracting is not worth people's lives.

Work Cited

Delbridge, Emily. ""Are You Paying Higher Car Insurance Because of the Texting Epidemic?"" The Balance, The Balance, 13 June 2019, https://www. thebalance. com/how-texting-and-driving-push-insurance-rates-up-4163808.

""Distracted Driving Research."" Center for Injury Research and Prevention, 7 Nov. 2018, https://injury. research. chop. edu/teen-driving-safety/distracted-driving-research#.Xe_nJ-hKjHo.

Wallington 3",1
"Phones and Driving

In this day and age you could not go anywhere without seeing a cell phone. It is obvious that they are a very important part of our society today. However a big problem and debate that everyone has is whether or not they should be aloud for use while driving. They can take your focus off of the task at hand which could be dangerous. However I believe that they should be allowed for use while driving.

In the car, a cell phone can be very useful. One big thing it is used for is maps. You can use your cell phone to look up your destination. Without the use of your maps you could get lost around town. Or stuck somewhere that you do not want to be. This could see to be dangerous so your cell phone could help you.

Another reason I personally believe they should be used is for music. I do not believe I could find many people to agree with me on this one if I am being honest. However, the music is very important to some people and it can help concentration while driving. It can keep you awake if you are tired. I think it is safe, as long as you just shuffle a playlist and do not stay looking at your phone to change songs.

Cell phones all around can be very helpful when it comes to driving. They can help your focus with music so you're not falling asleep behind the wheel. They can also help you not get lost in the middle of nowhere. So as long as you are safe and aware I think cell phones can be beneficial to driving.",1
"Phones and Driving

Cell phones are a big part of people's lives, most people need their phones with them at all times. The use of cell phones have took a toll on many people lives. Phones are definitely a distraction to people especially when they are driving. Using a cellular device while driving a vehicle is dangerous to your life and other innocent lives around.

Since 2010, there have been 14 states that have banned the use of cell phones while driving. Driving while using your phone can cause the driver to forget to turn on blinkers or maybe watch for people merging lanes. Studies show that drivers on there phones are the cause of about 6 percent of accidents in the U.S. Killing about 2,600 and injuring 330,000 people each year.

Researchers also say that the cost of accidents caused by use of cellphones is about $43 billion. So not only is the use of cell phones while driving a vehicle dangerous, it also costs billions due to the accidents it causes.

People often think that just texting and driving is dangerous, but some researchers say that talking on the phone can be just as dangerous if not more than texting while driving. Using your phone while driving is dangerous and illegal, it can wait it's better to be safe, don't use your phone while driving.",1
"Phones & Driving

People driving while looking at their phones has become an epidemic and is a big cause of a lot of accident. Primarily involving teens who are so distracted by their phones that they are not paying any attention to the road. With the growing number of car accidents happening, they have put into place the hands-free law so that it is now illegal to be on your phone while operating a vehicle.

If you are driving while driving a vehicle, there is no good excuse for using your phone because anything that is on your phone can wait till after you're are done driving and the car is in park and everyone is safe and not in danger. Looking away from the road for even just 2 seconds can be the difference between life and death because one moment the roads might be clear and the next you could be rolled over trapped in your car.

When you are on your phone while driving, you are not only putting your life in danger but the lives of everyone around you on the road and possibly even pedestrians on the side of the roads. There are many deferent alternatives to being on your phone while driving, such as Bluetooth enabled devices that connect to the car so that you can still talk on the phone without using your hands. Another alternative is if you have a passenger, for them to read you the information and relay it back for you. That is just a few ways to avoid staying on your phone while driving.",1
"Being on your phone while driving is very debatable. Some people say it helps time wise and work rate and is just overall more convenient. On the other hand, more people could say it causes serious problems that have serious consequences as in trouble with the law and serious injuries or maybe even death and it is just a bad habit all around. depending on what you are doing and where there are many pros yet many cons to being on your phone while driving. Honestly though, I believe that people shouldn't use their phones while driving because it has more cons than pros.

Being on the phone while driving has many reasons. Maybe you have to communicate to someone because its urgent and you don't have the time to wait till you're done driving. Sometimes you are talking to someone over the phone or through text because you find it more convenient and private in your own car. Or maybe you just feel like scrolling through social media because you're bored. It might save time if your running late to places and it might be easy for people. They might think the accidents could never happen to them because they are too good of drivers.

The truth is that If you think texting in an emergency situation is ok but it will end up causing another problem on top of what's going on if you get into an accident just because you needed to make the call or send the message for an emergency.

Each year over 330,000 accidents caused by texting while driving lead to severe injuries according to ""Spivey law firm. com"".

about 9 people are killed every day and over 1,000 injured because of distracted drivers on their phones. Texting while driving is the leading cause of teen deaths in these past years. ""DMV.org"" can prove all of my statements and statistics to be true.

Texting while driving also has legal repercussions, in 47 states out of the 50 it is illegal to text and drive. you can get fined for about $125 for just your first offence. If you don't think paying that much for one ticket is far well also note that because of that you will have an increase in insurance payments. You can also get your license suspended and won't be able to even drive till they give it back. In some cases, you can even end up in prison for it. Is sending a meme worth possible jail time? It is best to just break the bad habit. It will make you drive better because no distractions and you don't have to worry about the cops pulling you over or anything like that. It will leave you more relaxed at the end of the day.

Being on your phone while driving is done all the time and can't be completely stopped but it should honestly be stopped all together. The risk and the problems are way more and way worse than the benefits of using it. It ends up getting you in trouble, having to pay fines and can cause serious sometimes fatal consequences. It is best to just put the phone down or just use a hands free phone instead. It will save lives.",1
"Phones and Driving

In the day of age, 25% of car crashes involve driving while using phones. That is a huge number and already 1 reason why you shouldn't drive while using a phone. I will give you some reasons why you shouldn't drive with phones.

Fatal injury or death is one reason. You are in a big metal vehicle in which case, can crash. When crashed, multiple things could happen to you. Burning, crushed, stabbed is few of the things that can injure, or kill you. Your not affecting youself, but affecting people who probably got hit while you crashed. You might have or had killed them.

Another is jail time or bieng sued. If you had hit a person, another car, or property damage, you can get arrested for that. The fine cost could go up to 500,000$ and a jail time for a minimum of 2 years.

Lastly, is hurting your family and friends. Say you're a father and your wife calls you. You have your best friend in the next seat and your kid in the back. Out of nowhere, a truck comes and you t-bone into the truck. Your kid has a brokin rib and your best friend is dead. Do you really want that to happen?

Morale of this essay is, never go on your phone when you drive. Don't answer texts, don't answer the phone, and don't look up things on the internet.",1
"Phones & Driving

People should not be able to use their cell phones in any capacity while operating a vehicle. It is dangerous and illegal to text while driving. Everyday people die in car accidents, because they use cell phones while driving. People who use cell phones while driving are putting themselves and other people in danger; therefore, they are likely to get hurt. Drivers that are distracted by cellphones are likely to not pay attention to the road or be aware what is happening on the road. Three reasons people should not use their phones while driving is that they cause distractions, accidents, and injuries.

People should not use their phones while driving because they cause distractions. People can easily get distracted by being on the phone with someone while driving. Some distractions are interruptions and entertainment by engaging in talking to someone outside your car and not paying attention to the other people or vehicles around you. Drivers should always pay attention to the road, because it is uncertain what might happen particularly, if the driver is not being careful while driving. In this case, they are more likely to have a crash.

Another reason people should not use their phones while driving, is because accidents happen when drivers do not focus on their surrounding. Operating a phone while driving is equal to; talking to people in your vehicle, or tampering with the radio instead of paying attention to the road, in regards to driving hazards. Some drivers that use cell phones while driving, cause accidents; therefore, they end up have to face serious consequences.

Finally, drivers should not use phones while driving because it can cause injuries. People can suffer pain and be all bruised up, because of the irresponsible driver not paying attention to the road. In addition, some injuries sustained as a result of cellphone use while driving, results in death. Some injuries due to the use of cellphones while driving can cause victims to have internal bleeding, skull fractures, or head, brain, neck, back injuries, and so on. In order to prevent injuries, the driver of the car should turn their phone off at all times while driving. When the driver gets to their destination, then they can resume using their phones. People should only use their phone before or after driving.

People should not use their phones while driving because they cause distractions, accidents, and injuries. Cellphones use while driving can greatly increase the risk of having an accident. Drivers that drive while not paying attention, are putting others' lives at risk and that is selfish. While driving, people should look out for signs and other things like animals and people. If someone calls the driver, then the driver can ask the person beside them to answer it.

Eliminating cellphones is the best way to save people lives.",1
"When it comes to driving on the road, the use of a phone is the number one leading cause to car accidents. While reading and texting is prohibited when driving, phones tend to be a reliable resource which helps improve our daily life.

Phones help us in many ways when it comes to driving. They help navigate us in unknown areas, and it is a great form of contact in case of emergencies. Although it tends to be distracting, technology has advanced that we can have our eyes on the road while communicating with others.

Over the years technology has evolved rapidly so that it could make life easier for us, such as bluetooth. Bluetooth is a setting on a smart device like a phone, where you can connect wirelessly with another piece of hardware, like headphones. So, if someone tries to call you while driving, all you have to do is press the button on your headphones, and you will have the ability to call, or hang up the phone.

Phones can be a great use of navigation. With sources like Google maps, it has replaced all normal paper maps for when it's time to enter a new area. Not only were the original maps were a disturbance to drivers, but your phone can literally tell you how, when, and where to take you. Whether it is warning you about construction, or when to turn left or right, your phone is there to help for this uncanny situation.

Communication is very important in this day in age. So if you were scheduled for an appointment but you are late due to traffic or for an emergency situation, you can use your phone during that situation and explain why you need to reschedule. Not only that, but if you arrive at a destination, but having trouble finding a person you need to pick up, you can just give them a call, and tell them to start heading outside.

Texting while driving is a really problematic situation when it comes to acquiring a vehicle. It will lead you to bad injuries, or even death. But if a driver uses these ideas and guideline while driving, phones would not be a controversial topic that it is now. Drive smarter, and have good safety when it comes to driving.",1
"Driving and using cell phones is and always will be dangerous to me. I think that using cellphones while driving is the main way people get into car wrecks today. Drivers Shouldnt use cellphones while driving. Using cellphones while driving is very dangerous and is taking the lives of many innocent people also. Driving while using phones is becoming very common, the reason why states are coming up with new laws. Drivers should not be able to use cellphones while driving because it's a big distraction and is a big reason why people get into car accidents everyday.

Using cellphones while driving is a big distraction for a lot of different reasons. One reason why people shouldn't use their phone is because they lose focus of where they are going. I've been in a car before with somebody that was on their phone and we almost went off the road. Another reason is because you're not only putting your life in danger but everybody else that's driving around you. People have told me about accidents they have been in and they got hit by somebody that wasn't paying attention. It's easier to drive when you're off your phone. You don't have to worry about who texted or call you just focusing on the road. As long as people keep using their phones while driving accidents are going to keep increasing. A crash happens within an average of three seconds after a driver is distracted. We don't need to use our phones while driving. It's the quickest distraction while driving and it only takes 3 seconds to get distracted by a text or call and you get seriously injured.

People should not be able to use cellphones while driving because they use it for the wrong reasons while driving. Some people might say they need to use their phone because they need their GPS or if they get into an accident they need to make a call, But there are GPS's that have voices that speak the directions out loud. For emergencies people can easily pull over and make that call. Some also might say music but there are radios in the car. Answering a phone call while driving is also very dangerous. If the call that you answered to is very argumentative your anger could show in your driving. Using your phone while driving is almost worse than drinking and driving and is a proven fact. Using your phone while driving is second on the list for deaths while driving. With all this being said, Drivers should not be able to use their cellphones because it's a distraction and does not lead to anything good.

Drivers should or should not be able to use cell phones in any capacity while operating a vehicle?",1
"Phones and Driving

I think drivers should not be able to use their cellphone in any capacity while operating vehicle, for 2 reasons, one example when you're driving and using a cell phone while operating a vehicle you're not 100% paying attention on the road and that's already bringing danger to other drivers driving on that road when your texting you can forget that roads are shared with everyone. that can cause accidents and if an accident occurs because you was using your phone and not paying attention fully on the road that can get you in legal trouble and you can also pay a big fine for that accident, also your insurance bill is going to go up. Another example if you have passengers with you they can get harmed because of your mistake using a cellphone in a capacity while operating a vehicle. The driver will also experience a physical distraction by having to release the steering wheel to attend to the cell phone text messaging is really considered the most dangerous effect. In studies from scholarly authors, nowadays they have bluetooth text to prevent more accidents and its actually helping somehow. To many people dying to car accidents and have died due to an accident and sum of them were killed because some idiot decided to text and drive and risked others their lives, and that's not fair to the people.

So this is why I think People should not be driving a vehicle while operating a cellphone.",1
"Phones and Driving

I think drivers should not be able to use cell phones in any capacity while operating vehicle. Its puts innocent lives at risk. It's more likely to cause a wreck. And also is illegal in many states. Cellphones should be put up so everyone can safe while driving.

Being on your cellphone while driving vehicles can put innocent lives at risk. You make decisions to text and drive, you make the decision to risk the lives around you. For instance, in the passage ""Reason to Stop Texting and Driving"", it says ""Actions of ""answering a text"" or just looking at a text, means that you will selfishly put other people's lives in danger"". The innocent people such as young children, friends, and etc. did nothing wrong to cause you to risk their live due to your poor decision. Its one thing to put your own like in danger, but unfair to risk lives of others.

Texting while driving can most likely cause a big wreck. In the studies of drvivngtest. org, it shows that those who text and drive are 23% more likely to be involved in a car accident. Wrecking your vehicle will cause you to pay car insurance, also pay for the car to get fixed. You basically just risking life and others around you, which will cause you to pay even more insurances. You will have to [pay the price for the mistake of texting and driving.

And also, texting while driving is illegal in many states. In passage ""Reasons to Stop Texting Fines and Driving"" it says ""punishments for texting and driving range depends on what states you live in"". For some states, the fines is $20, however, it can be up to $500. If action of texting and driving get anyone injured, you can end in jail. This is the icing on the cake as to why you shouldn't text and drive.

When driving a vehicle please put your phone AWAY! If you don't want to have to pay for anything or get hurt, it's best to follow rules. We all have to stay safe.",1
"Drivers shouldn't be able to text and drive. If you look at recent studies, you'll see that vehicular accidents have gone down in the last couple of years due to no strict ""no texting while driving"" laws. The reason for this is because once you get rid of the distracting handheld screen, your proficiency increases. Drivers that's always distracted by a mobile device could cause a road rage or even a big accident to the public. It isn't caring is could be highly dangerous for you and for the people around you, including the environment. This could also increase every chance of you getting pulled over by the cops if you're unlucky.

A driver's attention should solely be on the road. Their focus is already easily split by passengers, and even so with the recreational use of cellular devices. To drive, is to invite danger and risk into your life tenfold. Apparatuses like phone stands on bluetooth functionality are both proper substitutes that reduce the risk and danger of using your cell phone while driving. All in all, unless the proper measures are taken, cellular devices shouldnt be used while driving.

To say that there is a time devices should be used, maybe should be only for gps for navigation. Other than that Devices in a hand of a driver should be prohibited and forced to drive safely to their desired destination harm free. Getting caught being on a device while driving can be very treacherous, being pulled over can result in multiple tickets and will lower your credit score and that isn't so good. That goes to say driving comes with many responsibilities.

That one second where you think it is safe to pull out your phone , can be that one second later you're in the hospital. Driving can lead to serious injuries driver of any should not take focus off the road to take part in activity that doesn't have to do with what's in front of them. Studies shows 1,2 million people die every year in car crashes between the ages 15-44. So while driving take your mind of the device and start driving right, always remember that a phone will go nowhere but a life will.

Reasoning on no devices while driving is part of the law, and should be obeyed by any means.

Obviously taking a call while driving or answering a text could be severe for you and either for others that's on the road. The awareness of you not focusing on the road can lead to jail time as well, texting and driving is illegal and if your record is bad you may go to jail for such a little thing that can cause a big problem. People may cherish their phones like their life may depend on it but not focusing can put someone else's life in grave danger/",1
"Do you think cellphones should be used while driving? Using your phone is the top ten ways of accidents. I don't think you should use your cell phone while driving because it is very dangerous to you and other cars. You can look down for 10-15 seconds then look ""BOOM"" it's a crash. That should be one of the least ways you want to die even though it's not always your fault.

Using a cell phone is a big distraction, not only to you but to others to. Everyone has to pay attention to the road just like you will have to. It can cause you to swerve; stop on brakes to hard, not pay attention to your surroundings, and last but you least it will cause a wreck. You can put others in dangers from your use to the road.

Having 4 mirrors in total is the reason for a car, without mirrors you will be driving and have nothing to look forward to and also backwards. Looking forward is the way to go because if you keep looking at what's beside you and behind you will cause a lot of commotion in traffic. If that can cause commotion imagine what looking down at your cell phone can do and what trouble it can put you in.

Explaining all this to the police is a big mess when the situation can be resolved by just focusing on the road and what's in front of you. More importantly is your life and you staying alive. If you need your GPS to get somewhere its best you buy a phone holder to hold the phone up on your window or just buy a GPS from a nearby store.

In conclusion, stay off your phone! It's a trend now not only to you but to the whole world. It's impossible to do 2 things at one time while you control a steering wheel. You can take innocent lives fin a matter of seconds for a message or phone call that could have waited. If texting or being on the phone is more important just pull over.",1
"Should people who are driving be able to use cell phones while they drive? I strongly disagree, as there are new teens driving everyday. Teens tend to use their phones a lot and they probably haven't been driving as much as some adults. Regardless of how long you have been driving i personally think you should not be texting and driving, or doing anything with your phone. Teens are probably the people who cause most of the crashes due to them texting and driving or not focusing on the road.

Most teens take driving as if they were in a video game. I believe they use this thought process because in some video games you tend to do reckless driving and i think some teens take that idea. I personally think that ever since smart phones came out the car crash rates have gone up extremely. This is due to the egear of wanting to use your cellular device. I don't think we can stop texting and driving because most people do it and then act innocent when they see a police car near them. I know this from experience.

I disagree with this because people's lives are in danger with just a swipe or just writing a 3 letter text. You keep your eyes off the road which means anything can happen in the slightest second. I think there should be some type of app that you have to use in order to turn your car on, which then locks your phone until the car is off or you have reached your destination. Texting and driving is a serious cause and teens & adults should take this more seriously so they can risk not getting into an accident.",1
"Cell Phones and Driving

Should you be permitted to drive a vehicle while using a device? In this case you shouldn't because it comes with many risks while you're on the road. You put yourself in danger while putting other drivers in danger as well. You risk your life with others on the line too!!!!

To begin with it's a big distraction on the road. When you choose to text and drive, you're threatening every single driver around you and placing more value on that text message than yourself and your fellow drivers. You tend to check your phone so much which can cause you to crash with someone else. But also take the focus of your surroundings while driving. It takes your focus away from safe driving. One single text can make a blink of an eye change your life of someone else's life. Also when you're engulfed in a texting conversation, it's easy to forget you're sharing the road with other people. It also takes your hands off the steering wheel to answer one single text.

Another reason that driving while using a device should be allowed is because it is illegal. You get pulled over and get a ticket. But also if caught many times can cause those digits tickets to go up which means big money tickets. It can also rise in auto insurance rates. It can lead up to prison time as well .Is it worth risking your freedom?

More so, is it worth the emotional damage a car accident causes to everyone involved?

Also it leads to getting your license suspended. The consequences you'll face for texting and driving are similar to those you'd get for another one of the most serious driving offenses which is a DUI.

A third reason that using a device while driving shouldn't be allowed is because it can have huge risks. Sending or replying to a text requires that you remove at least one hand from the steering wheel so that you can grip your phone and thumb in a reply. So not only are you multitasking and not focusing your eyes from the road, but you're also trying to deftly use your phone with one hand while at the same time steer your vehicle. So not only do you risk crashing with other vehicles but also losing the steering wheel which is the control of driving the vehicle.

Being able to use a device while operating a vehicle shouldn't be allowed. It brings too many risks and changes to the environment of driving. There would be a lot of accidents on the highway due to having access to a device while driving. Would you want a family member or friend to be on the road with someone so oblivious to the traffic around them? Remember, every time you get behind the wheel, you're entering a shared experience with mothers, fathers, friends, and children. It is every driver's responsibility to always be careful and attentive, ensuring everyone can safely get from Point A to Point B. Which is why driving with a device on your hand shouldn't be allowed.",1
"Driving is fun of course, making plans with your friends, going out, having fun but it can also impact your life because this world isn't perfect and there could be worst times in your life or better days. It could be times were you crash or get stopped.

So in my honest opinion humans shouldn't be using cells phones when they are driving because it could cause a big accident and can even risk taking their own life. Many people drive and text and their so entertain with their phone that they don't keep up with the road and sometimes lose control of the wheel.

Not only do people use their phone but they wonder off to space or some are too busy looking at cars or doing their makeup. So it is wrong to use your phone while you in the car driving it can do major stuff you can even get stopped by the police by texting and driving. People should be more careful on driving. You might not sometimes take your own life but you can take other people life by doing a major crash. So people who are so addict with their phones shouldn't be driving for many reasons. And should let someone else drive.

Like phones can ruined so much in society and can cause a lot of damage. So I am very against on using phones while driving. It's like most of the drivers I seen are on their phone and don't see when a green light or red is on or when there's stop texting and paying attention to the road or you just don't care signs or any other kind of signs. So it's either you save your life by not driving and keep having your eyes off the road and do a major impact and crash.

In conclusion, overall driving and texting is bad. So yes, in my opinion I think you should save your calls and messages for later and pay attention to the road so you can get safely to your destination and be glad nothing happened on the road because anything can happen in a heartbeat.",1
"Drivers should or should not be able to use cell phones in any capacity while operating a vehicle.

Cell phones are a big part of our society today. We can perform any task on a cell phone. 91 percent of American adults own some type of cell device. It is a proven fact that a large number of fatalities and injury in vehicle crashes are due to using the cell phone while driving. The state of Georgia passed a handsfree act that took effect on July 1, 2018. Drivers cannot have a phone in their hand or touching any other body part while driving. Texting while driving is bad and dangerous for you and other drivers. If you take your eyes off the road for a split second you are putting your life and others live's in danger. Even if you look down at the time on your phone you are putting yourself into harm's way. ""Texting while driving you are four times more likely to get into an accident rather than just driving without texting"".

(Poole 1).

Using your cell phone while driving will increase the risk of you getting into an accident.

At least one out of every twenty drivers will use a phone while driving a vehicle. Even the use of hand's free phones is not any better. The use of a blue tooth is dangerous in my opinion.

""Texting while driving is six times more likely to cause an accident than driving drunk."" (Edwards 1) If you even use a simple text it can take your eyes off the road for a few seconds. ""Of all cell phone related tasks texting is by far the most dangerous activity."" (Edwards 1) Teens who text while they drive spend at least ten percent of their driving time outside of the lane they are in.

You should not use cell phones or any device while driving. The proof is in the pudding as they say. I gave you all of the facts, so it is your choice to choose the right one. Do Not text while you drive.

Works Cited

Poole, Allen. ""Governor's Office Of Highway Safety In Georgia."" Home | Georgia Governor's Office of Highway Safety, Governor's Office, 7 May 2018, www. gahighwaysafety. org/.

Edwards, Rebecca. ""Rebecca Edwards - Senior Security Writer and Safety Expert ..."" Safewise, Rebecca Edwards, 7 May 2019, www. safewise. com.",1
"Phones and Driving

Today, the majority of people own and operate cell phones on a daily basis. Many debate on whether people should or should not be able to use cell phones in any capacity while operating a vehicle. Over time, the usage of cell phones has increased drastically. Fatal accidents cause an unwanted feeling in the end. Using your cell phone while operating a vehicle puts other drivers in harm's way. This can be prevented with the simple creation of car gadgets or simply putting your phone on do not disturb or just shut it off.

In my opinion, phone usage in any capacity of moving vehicles should be prohibited. A one minute text or even just being on your phone is not worth your life or anyone else's. According to ""Bran Law Firm"", Almost 200,000 people die from fatal injuries every year. This is equivalent to about one person every three minutes. National averages report about 37,000 crash-related fatalities every year. This breaks down to about 101 deaths per day in the United States. When you are driving a vehicle your main goal is to focus on the roads, and everything going on around you.

Many accidents in America are caused by teens and bad drivers. Amongst accidents, an average of nine teens ages 16-19 are killed every day from motor vehicle injuries. 2,739 drivers ages 15-20 are killed and an additional 228,000 are injured in crashes. A total of 4,054 teens between the ages of 13-19 die in car accidents. 81% of teens killed in car accidents are passengers. There are many ways to prevent Teen accidents or accidents in general. Enrolling in driving school, it creates great practice from someone who has amazing driving skills. Don't ever drive drowsy, being sleepy can impair their judgment, vision, hand-eye coordination and reaction times as much as alcohol and drugs. A study by AAA and the National Sleep Foundation found that individuals (regardless of age) who've slept two hours or less within 24 hours shouldn't be driving at all, and four or five hours of sleep in 24 hours will still leave drivers ""substantially impaired.""

Today there are many gadgets that can help the decrease in accidents. On Instamotor it discusses 5 best gadgets to comply with hand-free driving. One gadget is ""Scosche Magic Mount"". These very inexpensive mounts are available in a variety of attachment methods, from adhesive dash mounts to windshield suction cups, to adjustable arm mounts, and more. The best part of the Magic Mount is that it uses strong magnets to securely hold any phone to its surface. We've road-tested these mounts ourselves over thousands of miles and find them to be plenty secure even over rough roads. Despite the firm grip, the Magic Mount is typically small and unobtrusive, so it won't look like a small robot is trying to steal your car when it's not in use.

Another useful gadget is called the ""Motorola Roadster Pro In-Car Speakerphone"". If you really don't like the idea of having to pull your phone out of your pocket or purse every time you get into the car to secure it to your dash or windshield, however, and you don't have Bluetooth hands-free calling integrated into your car's audio system, there is another class of gadgets that will serve you well: the two-way Bluetooth in-car speakerphone. These devices typically clip to your sun visor, though some mount to other locations, and act as a traditional office speakerphone, except that they're linked to your cell by Bluetooth, and they're in your car. This means even cars without integrated Bluetooth can have the comfort and convenience of hands-free calling without ever touching your phone at all.

To conclude, always pay attention to the road and do not use your cell phone. If you do so try having something that can easily attach to the glass window especially if its a phone call, try putting your phone on do not disturb next time you enter your car, and always remember that a text that can be sent in seconds it not worth death. How do you think you would be able to drive a car, focus on the roads, and still be able to use your phone",1
"PHONES & DRIVING

Texting while driving is one of the worrying trends in the society, both teenagers and adults have developed a habit of using cell phones while driving. Texting while driving causes distraction and increases their chance of getting involved in car accidents. Such concerns have been raised by various government authorities, in trying to prevent such occurrence new laws have been enacted making cell phones use in cars illegal. However, not many people follow these laws, most people text and drive, assuming they can pay attention to other cars. Texting while driving is dangerous for many reasons.

Cell phone use while driving is the major cause of fatal accident, leaving to deaths. Despite these consequences, people are still fixated on their phones that are dangerous to not only the driver but also to other road users. According to the recent road statistics, more than 22 percent of fatal road accidents are caused by teenagers using their cellphones while driving. Also the distraction of the roads is cause by teenagers who have confidence that they can text or be on the phone while driving. Over more than 5,000 people have died last year due to texting; these accidents are mostly caused by young adults of the age 21 and under.

Furthermore, currently there are only 35 states the US have completely banned texting for all its road users, but this isn't enough to stop the problem. Laws that were banning texting while driving will save many peoples' lives. With it being that more than 5,000 people died in the last year caused by distracted drivers. It's very important that the government should take stricter action to try to decrease the deaths caused by theses distracted drivers. It is necessary for the government to enact unifying laws and stricter punishments for those who text while driving.

On the other hand, these news laws need to ban texting while driving for everyone not just for young adults, because it has similar effects on everyone who does it. There should be objection to laws for texting while driving. I feel as if each states needs to have similar laws against texting while driving. For example. Massachusetts laws on texting should be a role model for all of the other states. Massachusetts has the strictest laws on road safety. Punishment for those found texting while driving should be so stiffened to push people to dig deeper into their pockets to pay more. The fine alone is enough; stricter regulations should include license suspension to make people keep off their phones while driving.

In a nutshell, despite the laws forbidding texting while driving, many people still feel as if they have the right to text & drive. However, I feel everyone has the responsibility to put the phone down and keep your eyes on the road and drive safely. I strongly agree that texting and driving is the most dangerous thing drivers can do on the road and people are injuring innocent people that could have been a very per cautious and they lose lives every day because of careless drivers. Texting and driving is one of the most dangerous things on the road today due to all of this technology, and they will not stop making this technology just because people are getting in accidents stop the text stop the wrecks. Take the pledge to stop texting and driving.",1
